x,y,z
-6.389990949671502107e-02,-5.427367522705772718e-02,-1.766850837511268202e-01
-6.324562977018104160e-02,-5.390412626244434069e-02,-1.766775038304911616e-01
-6.265836458284644583e-02,-5.353519588730482059e-02,-1.766048298543851369e-01
-6.224975216116511445e-02,-5.341143768771250411e-02,-1.763264592380543172e-01
-6.163240581579355892e-02,-5.280907577012972087e-02,-1.765040856653080359e-01
-6.099409680425717240e-02,-5.265302938755944684e-02,-1.763355575396621522e-01
-6.049364480979092795e-02,-5.232597739791089442e-02,-1.762241604140032947e-01
-6.005242258073516248e-02,-5.217952197820541205e-02,-1.760966660249188853e-01
-5.968505832285538049e-02,-5.220528672537672055e-02,-1.758833298044273630e-01
-5.914998022114946463e-02,-5.184038972739835049e-02,-1.759865498246656335e-01
-5.863865965178673145e-02,-5.149933540214501893e-02,-1.759825071498915261e-01
-5.808287614882802485e-02,-5.122002251997692657e-02,-1.759616193080718594e-01
-5.758973568607618498e-02,-5.096944463602881559e-02,-1.759165508203765216e-01
-5.718998013478850118e-02,-5.083304430340274127e-02,-1.757055013870295057e-01
-5.675935781652642620e-02,-5.072572506641936929e-02,-1.755420828143706424e-01
-5.618479658056126091e-02,-5.047089184975128706e-02,-1.755228106440648583e-01
-5.557571721197342163e-02,-5.026727052139545737e-02,-1.755605747707500719e-01
-5.506141603883103752e-02,-5.004527257692725772e-02,-1.755424334648865436e-01
-5.454097389737384838e-02,-4.987856718763261643e-02,-1.755916019550073093e-01
-5.395765977768575417e-02,-4.978219614667367399e-02,-1.755854471760918967e-01
-5.345110374995916402e-02,-4.938507313248863273e-02,-1.757482294505020304e-01
-5.285775637279600814e-02,-4.895001577968571826e-02,-1.758159262110353394e-01
-5.233190154853152587e-02,-4.849821629597717010e-02,-1.758312072906549339e-01
-5.186690573315054509e-02,-4.801994430634526356e-02,-1.759716130575172122e-01
-5.148844740776635509e-02,-4.776540194967726638e-02,-1.759012997004728296e-01
-5.109129201415367472e-02,-4.750616293053255834e-02,-1.758074996605931417e-01
-5.061029427761300215e-02,-4.743511641577413673e-02,-1.755468990579292232e-01
-5.005237953439335696e-02,-4.708295258897454705e-02,-1.755695984658864062e-01
-4.945856058510884889e-02,-4.677447556584202193e-02,-1.756590937524847018e-01
-4.915470195633626915e-02,-4.670856777800491688e-02,-1.756635670916419922e-01
-4.874797844347263098e-02,-4.647253298091247320e-02,-1.756019685859979695e-01
-4.833326509359008039e-02,-4.629965679163838832e-02,-1.754579082048703942e-01
-4.767580334006611686e-02,-4.612895229828428700e-02,-1.751576862460847150e-01
-4.716441135496372838e-02,-4.573533591382450414e-02,-1.751299424497544388e-01
-4.668894787268874913e-02,-4.534737646024133984e-02,-1.751960476561430780e-01
-4.623706118191185654e-02,-4.503875872983897910e-02,-1.752106297007464397e-01
-4.574256856123969095e-02,-4.475874317855954576e-02,-1.751310166749721342e-01
-4.530473381296452884e-02,-4.452635657470171981e-02,-1.750097145096936591e-01
-4.497405717475123910e-02,-4.438561782674732559e-02,-1.748750642738426120e-01
-4.444864989383275067e-02,-4.405976667868849450e-02,-1.747185298187097224e-01
-4.380201541496396567e-02,-4.354676351256980826e-02,-1.746311908633154941e-01
-4.330134815313131658e-02,-4.316847164641235413e-02,-1.745096803584463563e-01
-4.299892230091055534e-02,-4.253941848195819109e-02,-1.745604566515144562e-01
